id,type_of_logement_raw,ville_raw,quartier_raw,room_nb_raw,bedroom_nb_raw,surface_raw,price_raw
454,Appartement,Saint-Maurice,Centre-Bras de Marne,1,,32,220000
455,Appartement,Colombes,Petit Colombes-Charles de Gaulle,4,3,82,415000
456,Appartement,Villeneuve-Saint-Georges,Bernard de Palissy,2,2,66,211000
457,Maison,,,6,4,100,269900
458,Appartement,Aubergenville,Village,4,2,76,149000
459,Appartement,Levallois-Perret,Front de Seine,4,3,91,849000
460,Appartement,Paris 18,Grandes Carrières-Clichy,6,5,148.43,1458330
461,Maison,Choisy-le-Roi,Centre I,5,3,135.08,462000
462,Maison,Meulan,Coulee Verte,6,4,102,286300
463,Appartement,Paris 17,Péreire-Malesherbes,5,3,98,935000
464,Appartement,Paris 12,Aligre-Gare de Lyon,8,6,148,1500000
465,Appartement,Boulogne-Billancourt,Prince–Marmottan,4,2,91,956000
466,Appartement,Maisons-Alfort,Alfort,3,2,64,512000
467,Maison,Vernouillet,Haut,7,5,200,699000
468,Appartement,Paris 11,République-Saint Ambroise,3,2,70.83,895000
469,Appartement,Paris 05,Sorbonne,4,3,115,2550000
470,Appartement,Verneuil sur Seine,Le Vieux Verneuil,1,,32,133000
471,Appartement,Paris 17,Epinettes-Bessières,2,1,39,369000
472,Appartement,Paris 13,Salpêtrière-Austerlitz,2,1,44,600000
473,Maison,,,8,5,230,395000
474,Maison,Le Perreux-sur-Marne,Ledru Rollin,7,5,300,1628000
475,Maison,Antony,Guillebaud-Beauv Vallon-Les Rabats-Antonypole,7,4,168,795000
476,Appartement,Paris 16,Chaillot,3,2,97,1150000
477,Maison,Carrières-sous-Poissy,Le Village,6,5,150,499000
478,Maison,,,7,5,210,450000
479,Appartement,Chatou,Tête de Girafe,4,3,84,460000
480,Appartement,La Courneuve,Waldeck Rochet-Quinet Cachin,4,3,74.61,170000
481,Appartement,Paris 08,Pressensé-Rives de Seine,5,3,130,1990000
482,Maison,Gournay sur Marne,Guy Mocquet-Jean Mermoz,9,4,236,1290000
483,Appartement,Courbevoie,Marceau - République,4,3,89.67,595000
484,Appartement,Antony,Noyer Doré-Pajeaud-Fontaine Michalon,3,2,61.9,327000
485,Appartement,Paris 04,Saint Merri,1,,9,99000
486,Appartement,Issy-les-Moulineaux,Le Petit Pont Amphibie,3,2,76,640000
487,Appartement,Antony,La Fontaine-Parc des Sceaux-Croix de Berny-Centre Ville,5,4,106.31,635000
488,Maison,Lagny-sur-Marne,Clémenceau-Pointcaré Sud,7,5,125,572400
489,Maison,,,5,3,115.47,263000
490,Appartement,Pontoise,Centre Ville,3,2,49,177000
491,Appartement,Puteaux,Front de Seine-Bellini,4,2,82,495000
492,Maison,Sainte-Geneviève-des-Bois,Mairie,5,4,91.69,339200
493,Appartement,Paris 09,Trudaine-Maubeuge,2,1,52.42,740000
494,Maison,,,6,3,140,392000
495,Appartement,Livry-Gargan,Charles de Gaulle-Léon Jouhaux,2,1,56.45,180000
496,Maison,Sannois,Pasteur II,4,3,66.29,289000
497,Appartement,Rueil-Malmaison,Centre Ville,3,2,72,445000
498,Appartement,Paris 18,Montmartre,5,3,134.1,1590000
499,Appartement,Villeneuve-la-Garenne,"A, Sisley",3,2,60,225000
500,Appartement,Nanterre,Chemin de l'ile,4,3,75,468000
501,Maison,,,11,8,220,997500
502,Appartement,Mantes-la-Jolie,Gare,2,1,49,148000
503,Appartement,Saint-Germain-en-Laye,Péreire,2,1,41,363000
504,Maison,Carrières-sous-Poissy,Les Fleurs,4,2,94,280000
505,Appartement,Suresnes,Carnot Gambetta,3,2,73,670000
506,Maison,Meulan,Coulee Verte,6,4,102,284000
507,Appartement,Poissy,Foch,4,3,61,212000
508,Appartement,Paris 10,Faubourg du Temple-Hôpital Saint Louis,2,1,37,388000
509,Appartement,Pantin,Haut Pantin-Charles Auray,5,3,96,485000
510,Appartement,Paris 16,Auteuil Sud,3,2,94,1144000
511,Appartement,Colombes,Gabriel Péri-Estienne d'Orves,3,2,56,219000
512,Appartement,Longjumeau,Saphir,3,2,63,202000
513,Maison,Sannois,Pasteur I,8,6,162,650000
514,Maison,,,10,6,280,990000
515,Maison,Antony,Guillebaud-Beauv Vallon-Les Rabats-Antonypole,7,4,168,795000
516,Appartement,Paris 16,Chaillot,3,2,97,1150000
517,Appartement,Chatou,Tête de Girafe,4,3,84,460000
518,Maison,Taverny,Centre Ancien Ouest,4,3,61,255000
519,Appartement,Paris 11,Belleville-Saint Maur,2,1,45.46,435000
520,Appartement,,,4,2,76.35,215000
521,Appartement,Châtenay-Malabry,Petit Chatenay,4,3,93.17,459000
522,Maison,,,8,4,155,241000
523,Maison,Champigny-sur-Marne,Coeuilly-Village Parisien-Jules Vallès,4,3,135,412000
524,Appartement,Paris 07,Saint Thomas d'Aquin,4,3,141.86,3750000
525,Appartement,Paris 07,Gros Caillou,6,4,229,3300000
526,Maison,Marcoussis,Centre,5,3,116,336000
527,Appartement,Verneuil sur Seine,Richelieu,4,2,68.3,199000
528,Maison,Jouy le Moutier,Les Rougeux,7,6,122,349900
529,Appartement,Paris 20,Belleville,4,1,88.17,768000
530,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,5,3,133,1550000
531,Appartement,Versailles,Clagny-Glatigny,5,3,102,625000
532,Maison,,,7,5,123,307000
533,Appartement,Boulogne-Billancourt,Billancourt–Rives de Seine,3,2,65,543000
534,Appartement,Limeil-Brévannes,Les Varennes,4,2,77.03,206000
535,Maison,Meaux,Val Fleuri-Zone Artisanale,5,4,98,249000
536,Appartement,Paris 10,Porte Saint Denis-Paradis,5,3,101.11,1150000
537,Appartement,Paris 06,Saint Placide,2,1,49.04,842000
538,Appartement,Paris 20,Gambetta,1,,35,370000
539,Appartement,Paris 16,Porte Dauphine,6,3,201.08,2850000
540,Maison,Sainte-Geneviève-des-Bois,Ferdinand Buisson,6,4,125,461100
541,Appartement,Versailles,Saint Louis,4,3,106.49,799000
542,Appartement,Andrésy,Denouval,5,3,95,293000
543,Appartement,Paris 18,Montmartre,4,2,102.19,2700000
544,Appartement,Nanterre,Parc-La Boule- Champs Pierreux,3,2,66.7,359000
545,Appartement,Paris 15,Dupleix-Motte Picquet,3,2,66.18,855000
546,Appartement,Pantin,Mairie-Ourcq,3,2,68,643000
547,Maison,Triel sur Seine,Sud,5,3,90,330000
548,Appartement,Boulogne-Billancourt,Billancourt–Rives de Seine,3,2,66,640000
549,Appartement,Paris 18,Grandes Carrières-Clichy,1,,34,370000
550,Maison,Conflans-Sainte-Honorine,Chennevieres,6,4,131,389000
551,Maison,Igny,Sud,7,4,130.23,540000
552,Maison,,,9,6,290,1270000
553,Appartement,Poissy,La Bruyere,3,2,66,196000
554,Maison,,,4,3,85,227000
555,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,3,2,77,700000
556,Appartement,Paris 16,Muette Nord,7,4,215,2230000
557,Maison,Chilly-Mazarin,Mairie-Champs Fous-Morangis,5,3,95,335000
558,Appartement,Argenteuil,Val d'Argent Nord,3,2,63,159000
559,Maison,,,9,7,220,530000
560,Maison,,,7,4,151,474000
561,Appartement,Achères,Centre Ville,4,3,82,338000
562,Appartement,Saint-Cloud,Pasteur,2,1,44,373000
563,Appartement,Franconville,Vieux Marché-La Garencière,3,2,69,159500
564,Appartement,Paris 20,Amandiers,2,1,41.72,490000
565,Appartement,Poissy,Les Sablons,3,2,69.56,339000
566,Appartement,Le Mesnil-le-Roi,Sud,6,4,114,410000
567,Appartement,Paris 08,Triangle d'Or,4,3,124.8,1990000
568,Appartement,Paris 20,Télégraphe-Pelleport Saint Fargeau,4,3,99,899000
569,Maison,,,10,4,320,695000
570,Maison,Brunoy,Les Deux Vallées,10,7,390,1550000
571,Appartement,Montreuil,Centre Ville-Jean Moulin-Beaumont,4,3,62,447000
572,Maison,Savigny-sur-Orge,Tilleuls-Champagne,8,5,142.16,399000
573,Appartement,Massy,Nouveau Villaine,3,2,76.8,210000
574,Appartement,Montreuil,Ramenas-Léo Lagrange,4,3,60.19,225000
575,Appartement,Courbevoie,Gambetta,4,3,87,499000
576,Appartement,Le Plessis-Robinson,Patrick,2,1,44,285000
577,Maison,Boissy-Saint-Léger,Le Centre,7,4,190.36,479000
578,Maison,Le Chesnay,Aubert,8,3,342,2570000
579,Maison,Auvers-sur-Oise,Cordeville-Le Montcel-Clos du Château,11,6,340,1290000
580,Maison,,,8,5,225,520000
581,Maison,Rueil-Malmaison,Buzenval,6,4,174,940000
582,Maison,Paris 20,Gambetta,6,3,135,1500000
583,Maison,,,4,3,85,140000
584,Appartement,Franconville,Vieux MarchE-Claude Bonne,4,2,62,178000
585,Maison,Nanterre,Centre,5,3,110,775000
586,Appartement,Paris 15,Georges Brassens,4,2,110,850000
587,Maison,,,3,1,56.89,185000
588,Appartement,Fontenay-le-Fleury,Parc Saint Cyr-Haut de Fontenay,3,2,62,242000
589,Maison,Bagnolet,Plateau-Anatole France,5,3,224,775000
590,Appartement,Suresnes,Carnot Gambetta,3,2,54.34,388000
591,Maison,,,4,2,73.6,225000
592,Maison,,,4,3,90,489000
593,Appartement,Puteaux,Pressensé-Rives de Seine,3,2,54.34,388000
594,Maison,,,6,3,219,585000
595,Maison,Paris 13,Bièvres Sud Tolbiac,6,5,159,1670000
596,Appartement,Saint-Maur-des-Fossés,Adamville,4,3,87.96,494971
597,Maison,Paris 15,Pasteur Montparnasse,7,5,235,4700000
598,Maison,Clamart,Centre,10,8,240,1695000
599,Maison,Paris 14,Montsouris Dareau,8,5,195,3914000
600,Maison,,,8,4,250,
601,Appartement,L'Isle-Adam,Rives de l'Oise,3,2,74,428500
602,Appartement,Saint-Maur-des-Fossés,Adamville,3,2,60.43,400500
603,Maison,Le Perreux-sur-Marne,Les Parclairs,4,3,110,735000
604,Appartement,Puteaux,République,4,3,86,669000
605,Maison,Drancy,Drancy Centre,4,3,94,278000
606,Appartement,Paris 10,Louis Blanc-Aqueduc,2,1,55,530000
607,Maison,Colombes,Agent Sarre-Centre-Les Vallées-La Garenne,8,6,265,1390000
608,Appartement,Saint-Ouen,Marie-Godillot-Landy,5,4,85,675000
609,Maison,,,6,4,180,345000
610,Maison,,,14,6,450,1495000
611,Maison,,,7,4,194,390000
612,Maison,,,7,5,163,599000
613,Maison,,,6,3,175,586000
614,Maison,,,14,8,340,498000
615,Maison,Maule,Bas,12,7,525,1575000
616,Appartement,,,4,3,74,325000
617,Maison,Saint-Denis,Mutuelle-Barbusse-Saint Rémy- Joliot Curie,5,4,100,269900
618,Appartement,Vitry-sur-Seine,Le Plateau,3,2,69.79,257000
619,Appartement,Cergy,Le Point du Jour-Centre Gare,3,2,58.19,214000
620,Appartement,Viroflay,Rive Droite,4,3,62,346000
621,Appartement,Roissy-en-Brie,La Renardiere,3,2,61.11,218500
622,Maison,Massy,Centre Ville,7,6,180,740000
623,Appartement,Ris-Orangis,Centre,5,3,91.51,149900
624,Maison,,,8,5,215,420000
625,Appartement,Mennecy,Buisson Haudart,2,1,62,150000
626,Maison,Bougival,Les Hauts de Bougival,7,4,160,995000
627,Appartement,Argenteuil,Val Notre Dame-La Tour Billy,4,3,74.07,197950
628,Maison,,,9,4,270,500000
629,Maison,,,6,4,133,274300
630,Appartement,,,,,,118000
631,Appartement,Paris 08,Triangle d'Or,2,1,47.65,765000
632,Appartement,Boulogne-Billancourt,Grenier–Point du Jour,5,3,96,680000
633,Maison,,,7,5,145,425000
634,Maison,,,8,4,238,850000
635,Appartement,,,4,2,136.58,2500000
636,Appartement,Fresnes,Cerisaie-Medicis,3,2,61,273000
637,Maison,Bezons,Chene Est,5,4,100,367500
638,Maison,Maisons-Alfort,Charentonneau,6,4,120,795000
639,Appartement,Vaucresson,Chateau de Vaucresson,3,2,91,395000
640,Maison,Saint-Michel-sur-Orge,Gambetta-Boileau,6,3,130,299000
641,Appartement,Suresnes,Centre Ville,4,3,83,540000
642,Appartement,Poissy,Gare,5,3,107,499000
643,Maison,,,6,4,180,680000
644,Maison,Rueil-Malmaison,Plateau-Mont Valérien,13,7,500,2290000
645,Maison,,,8,4,300,950000
646,Maison,Villecresnes,Les Sablons,8,5,135,430000
647,Maison,Argenteuil,Val Notre Dame-Ambroise Thomas,4,3,70,255000
648,Appartement,Meulan,Les Bords de Seine,5,3,92,270000
649,Appartement,Dourdan,La Croix Saint Jacques,2,1,41.44,135000
650,Maison,Roissy-en-Brie,Les Jondelles,6,4,130,408000
651,Maison,,,5,3,108,269000
652,Appartement,Longjumeau,Jade,3,2,63,168000
653,Maison,Saint-Germain-en-Laye,Péreire,9,6,240,2100000
654,Maison,,,8,6,220,599000
655,Appartement,Sainte-Geneviève-des-Bois,Les Aunettes,4,2,69,199750
656,Maison,,,5,4,150,323000
657,Appartement,Fontenay-le-Fleury,Parc Saint Cyr-Haut de Fontenay,5,3,83,197900
658,Maison,,,7,5,180,442900
659,Appartement,Paris 16,Porte Dauphine,6,4,228,2150000
660,Maison,Gif-sur-Yvette,Chevry Neuveries,7,5,150,550000
661,Maison,,,7,3,179,432000
662,Appartement,Paris 08,Triangle d'Or,2,1,66,1200000
663,Appartement,Paris 15,Dupleix-Motte Picquet,6,4,121.9,1860000
664,Maison,,,6,3,165,715000
665,Maison,,,17,15,800,625000
666,Maison,Chennevières-sur-Marne,Coteaux,8,4,175,774000
667,Maison,Palaiseau,Plateau et Pileu,6,4,115,459000
668,Maison,La Ferte sous Jouarre,Est Sud Ouest,7,5,147,219000
669,Maison,,,8,7,220,462000
670,Maison,Croissy-sur-Seine,Centre Ville,9,5,235,890000
671,Appartement,Elancourt,La Clef Saint Pierre,3,2,63.57,196000
672,Appartement,Livry-Gargan,Marx Dormoy,4,3,81.79,311000
673,Appartement,Clamart,Plaine,3,2,63,341250
674,Maison,,,13,8,380,629000
675,Maison,Houilles,Centre Ville,4,2,75,313000
676,Appartement,Neuilly-sur-Seine,Saint James-Général Koenig,5,4,150,1850000
677,Maison,,,9,5,224,598000
678,Appartement,Champigny-sur-Marne,Centre Ville-Coteaux,1,,35,200000
679,Appartement,Elancourt,La Clef Saint Pierre,2,1,47,166000
680,Maison,Bourg-la-Reine,Le Port Galand,8,6,360,1750000
681,Appartement,Paris 08,Triangle d'Or,4,3,94,1590600
682,Maison,Melun,Centre,5,4,160,350000
683,Maison,,,7,4,180,547000
684,Appartement,Cergy,Le Point du Jour-Centre Gare,3,2,73.15,199000
685,Appartement,Chilly-Mazarin,Mairie-Champs Fous-Morangis,4,3,76.11,194000
686,Maison,Sartrouville,L'Union,5,3,128,429000
687,Appartement,Meulan en Yvelines,Les Bords de Seine,2,1,30,98000
688,Appartement,Gif-sur-Yvette,Moulon-Vatonne Centre,3,2,58,365000
689,Maison,Torcy,Beauregard-Les Gradins,7,5,117,335500
690,Appartement,Evry,Loges,3,2,57,140400
691,Appartement,,,3,2,55,214900
692,Maison,,,8,3,230,326000
693,Maison,Bougival,Les Hauts de Bougival,7,6,200,899000
694,Maison,Clamart,Centre,6,4,171,1055000
695,Maison,,,10,7,300,640500
696,Appartement,,,5,4,95,257000
697,Appartement,Saint-Thibault-des-Vignes,ZAC de Saint Thibault,3,2,63,261500
698,Maison,,,10,7,200,580000
699,Appartement,Le Plessis-Robinson,Wallon,2,1,46,332000
700,Maison,Jouy le Moutier,Le Village,7,4,140,549000
701,Maison,Corbeil-Essonnes,Pressoir-Prompt-Bas Coudray,9,7,167.72,399000
702,Appartement,Paris 05,Jardin des Plantes,4,2,158,2450000
703,Appartement,Paris 04,Arsenal,4,3,133,2110000
704,Appartement,Maisons-Alfort,Charentonneau,4,3,103,645000
705,Appartement,Athis-Mons,Centre Ville,4,2,63.65,205000
706,Appartement,,,2,1,35,109000
707,Appartement,Colombes,Petit Colombes-Charles de Gaulle,3,2,59,349000
708,Appartement,Paris 04,Saint Merri,4,3,105,1370000
709,Appartement,Vanves,Insurrection,3,2,65,480000
710,Maison,,,8,4,237,734760
711,Maison,Champigny-sur-Marne,Fourchette-Polangis,4,2,70,540000
712,Maison,Vitry-sur-Seine,Gare-Jean Jaurès,5,3,81,419900
713,Appartement,La-Celle-Saint-Cloud,Petit Beauregard,4,3,92,298000
714,Appartement,Evry,Aguado,4,2,78,159000
715,Maison,,,5,3,177.44,649000
716,Appartement,Villecresnes,La Gare,4,2,80,242000
717,Appartement,Paris 04,Arsenal,2,1,44,895000
718,Maison,Maisons-Laffitte,Napoleon,8,4,190,1625000
719,Appartement,Chilly-Mazarin,Terres Blanches,3,2,60.41,150000
720,Appartement,Argenteuil,Centre Ville-Basilique,4,2,79,239000
721,Appartement,Paris 07,Gros Caillou,4,2,64,850000
722,Appartement,Longjumeau,Rubis,4,2,81,205000
723,Maison,Montmorency,Centre Montmorency Centre,8,6,243,799000
724,Appartement,,,5,3,79,280000
725,Maison,,,10,4,260,722000
726,Maison,Houilles,Blanches-Pierrats-Tonkin,5,3,80,395000
727,Appartement,Neuilly-sur-Seine,Ile de la Jatte-Parc d'Orléans,6,4,253,3070000
728,Appartement,,,5,4,97.83,229000
729,Appartement,Taverny,Forêt de Montmorency,3,2,76.46,219900
730,Maison,Saint-Maur-des-Fossés,Adamville,10,5,340,1240000
731,Maison,,,9,5,220,498000
732,Maison,Meulan en Yvelines,Coteau Vexin,4,3,78,199000
733,Maison,Maule,Bas,7,5,165,598000
734,Maison,Maule,Bas,12,7,525,1575000
735,Maison,Saint-Denis,Mutuelle-Barbusse-Saint Rémy- Joliot Curie,5,4,100,269900
736,Appartement,Vitry-sur-Seine,Le Plateau,3,2,69.79,257000
737,Maison,,,8,5,215,420000
738,Appartement,Mennecy,Buisson Haudart,2,1,62,150000
739,Maison,Bougival,Les Hauts de Bougival,7,4,160,995000
740,Appartement,Argenteuil,Val Notre Dame-La Tour Billy,4,3,74.07,197950
741,Maison,,,9,4,270,500000
742,Maison,,,6,4,133,274300
743,Appartement,,,,,,118000
744,Appartement,Paris 08,Triangle d'Or,2,1,47.65,765000
745,Appartement,Boulogne-Billancourt,Grenier–Point du Jour,5,3,96,680000
746,Maison,,,7,5,145,425000
747,Maison,,,8,4,238,850000
748,Appartement,,,4,2,136.58,2500000
749,Appartement,Fresnes,Cerisaie-Medicis,3,2,61,273000
750,Maison,Bezons,Chene Est,5,4,100,367500
751,Maison,Fontenay-sous-Bois,Victor Hugo,5,3,123,503500
752,Maison,Saint-Michel-sur-Orge,Gambetta-Boileau,6,3,130,299000
753,Appartement,Suresnes,Centre Ville,4,3,83,540000
754,Appartement,Poissy,Gare,5,3,107,499000
755,Maison,,,6,4,180,680000
756,Maison,Rueil-Malmaison,Plateau-Mont Valérien,13,7,500,2290000
757,Maison,,,8,4,300,950000
758,Maison,Villecresnes,Les Sablons,8,5,135,430000
759,Maison,Argenteuil,Val Notre Dame-Ambroise Thomas,4,3,70,255000
760,Appartement,Meulan,Les Bords de Seine,5,3,92,270000
761,Appartement,Dourdan,La Croix Saint Jacques,2,1,41.44,135000
762,Maison,Roissy-en-Brie,Les Jondelles,6,4,130,408000
763,Maison,,,5,3,108,269000
764,Appartement,Longjumeau,Jade,3,2,63,168000
765,Maison,Saint-Germain-en-Laye,Péreire,9,6,240,2100000
766,Appartement,Sainte-Geneviève-des-Bois,Les Aunettes,4,2,69,199750
767,Maison,,,5,4,150,323000
768,Maison,,,6,5,161,409500
769,Appartement,Paris 16,Porte Dauphine,6,4,228,2150000
770,Maison,Gif-sur-Yvette,Chevry Neuveries,7,5,150,550000
771,Appartement,,,5,3,87.9,200000
772,Appartement,Sarcelles,La Pepiniere-Malesherbes,1,,27.81,100927
773,Maison,,,17,15,800,625000
774,Appartement,Pontault-Combault,Bois Notre Dame,4,3,86,340000
775,Maison,Houilles,Blanches-Pierrats-Tonkin,5,3,80,395000
776,Appartement,Ris-Orangis,Artistes Lyriques-La Theuillerie,5,3,85.9,135000
777,Maison,,,6,4,113,415000
778,Appartement,,,5,4,97.83,229000
779,Appartement,Conflans-Sainte-Honorine,Renouveau,4,2,72,215000
780,Appartement,Taverny,Forêt de Montmorency,3,2,76.46,219900
781,Maison,Saint-Maur-des-Fossés,Adamville,10,5,340,1240000
782,Maison,,,9,5,220,498000
783,Maison,Meulan en Yvelines,Coteau Vexin,4,3,78,199000
784,Maison,Maule,Bas,7,5,165,598000
785,Maison,L'Isle-Adam,Le Haut de l'Isle-Adam,7,4,177,460000
786,Maison,Fontenay-sous-Bois,Victor Hugo,5,3,123,503500
787,Appartement,Créteil,Cimetiere,3,2,59,249000
788,Appartement,Saint-Ouen,Dock Saint Ouen,4,3,86,499000
789,Appartement,Paris 04,Arsenal,7,4,250,4250000
790,Appartement,Taverny,Centre Ancien Est,5,3,102,325700
791,Maison,Ris-Orangis,Mairie-Gare,7,4,170,489000
792,Appartement,,,4,3,88,388000
793,Maison,Bois le Roi,Sud,10,6,660,2625000
794,Maison,,,6,5,161,409500
795,Appartement,Fontenay-le-Fleury,Parc Saint Cyr-Haut de Fontenay,5,3,83,205000
796,Appartement,,,5,3,87.9,200000
797,Maison,,,5,3,135,460000
798,Appartement,Sarcelles,La Pepiniere-Malesherbes,1,,27.81,100927
799,Appartement,Neuilly-sur-Seine,Charles Laffitte,7,4,185.66,2000000
800,Maison,Arpajon,Sud,7,4,220,470000
801,Appartement,Pontault-Combault,Bois Notre Dame,4,3,86,340000
802,Maison,Houilles,Belles Vues,6,4,187,652000
803,Maison,Rueil-Malmaison,Jonchere-Malmaison-Saint Cucufa,6,5,394,1450000
804,Maison,Pontoise,Centre Ville,7,4,270,695000
805,Appartement,Roissy-en-Brie,La Renardiere,4,3,89,258000
806,Appartement,,,5,3,123.58,2200000
807,Maison,Lagny-sur-Marne,Tassigny-Leclerc Centre,5,3,100,355000
808,Appartement,,,4,3,86,380000
809,Appartement,Vanves,Jean Jaurès,5,4,116,775000
810,Appartement,Poissy,La Bruyere,3,2,62,199000
811,Appartement,Paris 15,Dupleix-Motte Picquet,3,2,69.18,750000
812,Maison,,,9,3,228,439000
813,Appartement,,,4,2,110.86,262000
814,Appartement,Cergy,Bastide-Horloge,2,1,48.7,124000
815,Maison,,,8,6,186.96,330000
816,Maison,Rueil-Malmaison,Jonchere-Malmaison-Saint Cucufa,12,8,331,2300000
817,Maison,,,4,2,60,289900
818,Appartement,Cormeilles-en-Parisis,Carriere-Bois Rochefort,3,2,60,207000
819,Maison,Saint-Fargeau-Ponthierry,Cités Leroy,4,3,68,260000
820,Appartement,Paris 12,Jardin de Reuilly,4,3,75,790000
821,Maison,Auvers-sur-Oise,Cordeville-Le Montcel-Clos du Château,7,4,184,485000
822,Appartement,Paris 06,Odéon,1,,11,325500
823,Maison,Pontoise,Centre Hospitalier,5,3,96.87,300000
824,Appartement,La-Celle-Saint-Cloud,Petit Beauregard,4,3,92,298000
825,Appartement,Paris 11,Nation-Alexandre Dumas,2,1,39,447000
826,Maison,Champs-sur-Marne,Les Bords de Marne,5,4,107,419000
827,Maison,Etampes,Saint Gilles,4,3,81,208000
828,Appartement,Gif-sur-Yvette,Courcelles,3,2,83,335000
829,Maison,,,5,3,136,330000
830,Maison,Orly,Vieil Orly-Centre Ville,4,2,85.07,365000
831,Maison,Longjumeau,Emeraude,5,4,186,468000
832,Appartement,Saint-Denis,République-Gare-Porte de Paris,2,1,27,136500
833,Appartement,Ris-Orangis,Nord,4,3,80,149000
834,Appartement,Vanves,Insurrection,2,1,61,453000
835,Appartement,Roissy-en-Brie,Les Jondelles,3,2,52.5,190500
836,Maison,,,6,4,192,530000
837,Appartement,Neuilly Plaisance,Centre,5,3,103,355000
838,Appartement,Neuilly-sur-Marne,Joliot Curie,4,3,67,182000
839,Appartement,Ris-Orangis,Artistes Lyriques-La Theuillerie,5,3,85.9,135000
840,Maison,,,6,4,113,415000
841,Appartement,Saint-Maurice,Ecluse-Gravelle-Panoramis,1,,35,298000
842,Appartement,Paris 12,Bois de Vincennes,2,1,63,695000
843,Appartement,Conflans-Sainte-Honorine,Renouveau,4,2,72,215000
844,Appartement,Courbevoie,Hôtel de Ville,5,3,108,950000
845,Appartement,Clamart,La Gare,2,1,60,395000
846,Appartement,Paris 17,La Fourche-Guy Môquet,1,,22.71,260000
847,Appartement,Paris 04,Ile Saint Louis,4,2,125,2730000
848,Appartement,Villecresnes,La Gare,3,2,66.39,199900
849,Appartement,Vigneux-sur-Seine,Gare-Parc du Chateau-Le Gros Buisson,3,2,66.36,229950
850,Appartement,Saint-Denis,Allende,4,3,90,275000
851,Maison,Sartrouville,Le Val-Notre Dame,7,5,175,489000
852,Maison,,,7,4,141,479000
853,Appartement,Juvisy-sur-Orge,Plateau,2,1,42.44,160000
854,Appartement,,,4,3,66.4,179000
855,Appartement,Saint-Maurice,Ecluse-Gravelle-Panoramis,3,2,75.25,420000
856,Appartement,Rosny-sous-Bois,Les Boutours,3,2,60,235000
857,Appartement,Melun,Montaigu Nord Est,3,2,53.7,166900
858,Maison,Auvers-sur-Oise,Valhermeil Chaponval,5,3,105,359900
